ts_unix,iteration,kem_alg,sig_alg,hello_bytes,response_bytes,verify_time_ms,verify_ok,encaps_time_ms,receiver_total_ms,kem_pk_bytes,kem_ct_bytes,mem_recv_rss_kb,cpu_recv_user_ms,cpu_recv_sys_ms
1779643465.2381876,1,ML-KEM-512,ML-DSA-65,8235,1221,0.0418700001318939,1,0.014171000202622963,0.15071699999680277,800,768,25856,0.0,0.0
1779643465.2385733,2,ML-KEM-512,ML-DSA-65,8235,1221,0.038654000036331126,1,0.010029999884864083,0.10632199973770184,800,768,25856,0.0,0.0
1779643465.2389727,3,ML-KEM-512,ML-DSA-65,8235,1221,0.03601499975047773,1,0.009620000128052197,0.09348100002171122,800,768,25856,0.0,0.0
1779643465.239433,4,ML-KEM-512,ML-DSA-65,8235,1221,0.03843400008918252,1,0.009405000128026586,0.09734300010677543,800,768,25856,0.0,0.0
1779643465.23989,5,ML-KEM-512,ML-DSA-65,8235,1221,0.06309199989118497,1,0.013925000075687421,0.1459350000914128,800,768,25856,0.0,0.0
1779643465.2403355,6,ML-KEM-512,ML-DSA-65,8235,1221,0.036578999697667314,1,0.011162999726366252,0.10556200004430139,800,768,25856,0.0,0.0
1779643465.2406678,7,ML-KEM-512,ML-DSA-65,8235,1221,0.0361329998668225,1,0.009847000001173,0.09441099973628297,800,768,25856,0.0,0.0
1779643465.2410629,8,ML-KEM-512,ML-DSA-65,8235,1221,0.03582899989851285,1,0.010070000371342758,0.09524600000077044,800,768,25856,0.0,0.0
1779643465.241487,9,ML-KEM-512,ML-DSA-65,8235,1221,0.03624700002546888,1,0.010000999736803351,0.09818699982133694,800,768,25856,0.0,0.0
1779643465.241806,10,ML-KEM-512,ML-DSA-65,8236,1222,0.03582699991966365,1,0.009906000286719063,0.09352600000056555,800,768,25856,0.0,0.0
1779643465.2421517,11,ML-KEM-512,ML-DSA-65,8236,1222,0.03826300007858663,1,0.011768999684136361,0.11630300014076056,800,768,25856,0.0,0.0
1779643465.2424896,12,ML-KEM-512,ML-DSA-65,8236,1222,0.0358990000677295,1,0.00960099987423746,0.09384099985254579,800,768,25856,0.0,0.0
1779643465.2428653,13,ML-KEM-512,ML-DSA-65,8236,1222,0.036036000437889015,1,0.009789999694476137,0.09845300019151182,800,768,25856,0.0,0.0
1779643465.2432034,14,ML-KEM-512,ML-DSA-65,8236,1222,0.03733400035343948,1,0.011163000181113603,0.0989560003290535,800,768,25856,0.0,0.0
1779643465.2435136,15,ML-KEM-512,ML-DSA-65,8236,1222,0.03568500005712849,1,0.009589000001142267,0.0928929998735839,800,768,25856,0.0,0.0
1779643465.2438703,16,ML-KEM-512,ML-DSA-65,8236,1222,0.0360570002158056,1,0.009699000202090247,0.09430199997950695,800,768,25856,9.999999999999995,0.0
1779643465.2443457,17,ML-KEM-512,ML-DSA-65,8236,1222,0.04082200030097738,1,0.011490000360936392,0.12053399996148073,800,768,25856,0.0,0.0
1779643465.2448049,18,ML-KEM-512,ML-DSA-65,8236,1222,0.04225000020596781,1,0.01158600025519263,0.11163299996042042,800,768,25856,0.0,0.0
1779643465.245266,19,ML-KEM-512,ML-DSA-65,8236,1222,0.03736600001502666,1,0.023494000288337702,0.12387900005705887,800,768,25856,0.0,0.0
1779643465.2455971,20,ML-KEM-512,ML-DSA-65,8236,1222,0.03658200012068846,1,0.009838000096351607,0.09817499994824175,800,768,25856,0.0,0.0
1779643465.2464042,1,ML-KEM-512,ML-DSA-87,10847,1221,0.05786500014437479,1,0.012259999948582845,0.142057000175555,800,768,25856,0.0,0.0
1779643465.246836,2,ML-KEM-512,ML-DSA-87,10847,1221,0.05363399986890727,1,0.009900999884848716,0.1187240000035672,800,768,25856,0.0,0.0
1779643465.2473207,3,ML-KEM-512,ML-DSA-87,10847,1221,0.05313500014381134,1,0.01381899983243784,0.14024600022821687,800,768,25856,0.0,0.0
1779643465.2477212,4,ML-KEM-512,ML-DSA-87,10847,1221,0.05340799998521106,1,0.009659000170358922,0.11514800007716985,800,768,25856,0.0,0.0
1779643465.2481992,5,ML-KEM-512,ML-DSA-87,10847,1221,0.05918800025028759,1,0.012480999885156052,0.14583499978471082,800,768,25856,0.0,0.0
1779643465.248642,6,ML-KEM-512,ML-DSA-87,10847,1221,0.05673499981639907,1,0.01028299993777182,0.12064500015185331,800,768,25856,0.0,0.0
1779643465.2491143,7,ML-KEM-512,ML-DSA-87,10847,1221,0.05673099985870067,1,0.011047000043618027,0.12481499970817822,800,768,25856,0.0,0.0
1779643465.2495608,8,ML-KEM-512,ML-DSA-87,10847,1221,0.057904000186681515,1,0.010914000085904263,0.12384799993014894,800,768,25856,0.0,0.0
1779643465.250126,9,ML-KEM-512,ML-DSA-87,10847,1221,0.05855900008100434,1,0.014550000287272269,0.15511099991272204,800,768,25856,0.0,0.0
1779643465.2505593,10,ML-KEM-512,ML-DSA-87,10848,1222,0.059638000038830796,1,0.011084000107075553,0.13008300038563902,800,768,25856,0.0,0.0
1779643465.251512,11,ML-KEM-512,ML-DSA-87,10848,1222,0.06655800007138168,1,0.020932000097673154,0.21755600027972832,800,768,25856,0.0,0.0
1779643465.2519984,12,ML-KEM-512,ML-DSA-87,10848,1222,0.06242800009204075,1,0.011441999959060922,0.13463799996316084,800,768,25856,0.0,0.0
1779643465.2525563,13,ML-KEM-512,ML-DSA-87,10848,1222,0.06263400018724496,1,0.01091900003302726,0.13381700000536512,800,768,25856,0.0,0.0
1779643465.2536032,14,ML-KEM-512,ML-DSA-87,10848,1222,0.06110200001785415,1,0.018463999822415644,0.1886759996523324,800,768,25856,0.0,0.0
1779643465.2541826,15,ML-KEM-512,ML-DSA-87,10848,1222,0.05609199979517143,1,0.011704999906214653,0.14070999986870447,800,768,25856,0.0,0.0
1779643465.254731,16,ML-KEM-512,ML-DSA-87,10848,1222,0.056913000207714504,1,0.012368999705358874,0.13574600006904802,800,768,25856,0.0,0.0
1779643465.2552476,17,ML-KEM-512,ML-DSA-87,10848,1222,0.05457099996419856,1,0.010432000181026524,0.1202690000354778,800,768,25856,0.0,0.0
1779643465.2557054,18,ML-KEM-512,ML-DSA-87,10848,1222,0.055081000027712435,1,0.010919999567704508,0.12566900022648042,800,768,25856,0.0,0.0
1779643465.256204,19,ML-KEM-512,ML-DSA-87,10848,1222,0.05450199978440651,1,0.010363000001234468,0.12261000028956914,800,768,25856,0.0,0.0
1779643465.2566407,20,ML-KEM-512,ML-DSA-87,10848,1222,0.05418999990070006,1,0.01004900013867882,0.116858999717806,800,768,25856,0.0,0.0
1779643465.401008,1,ML-KEM-512,SPHINCS+-SHA2-128s-simple,11755,1221,0.199386000076629,1,0.04360899993116618,0.4584859998431057,800,768,25856,0.0,0.0
1779643465.5472658,2,ML-KEM-512,SPHINCS+-SHA2-128s-simple,11755,1221,0.19070999996984028,1,0.0386140000045998,0.4596180001499306,800,768,25856,0.0,0.0
1779643465.6972878,3,ML-KEM-512,SPHINCS+-SHA2-128s-simple,11755,1221,0.18383400038146647,1,0.03792000006797025,0.40046200001597754,800,768,25856,0.0,0.0
1779643465.8468943,4,ML-KEM-512,SPHINCS+-SHA2-128s-simple,11755,1221,0.19832500038319267,1,0.04304899994167499,0.4366699999991397,800,768,25856,0.0,0.0
1779643466.001615,5,ML-KEM-512,SPHINCS+-SHA2-128s-simple,11755,1221,0.22151499979372602,1,0.041728000269358745,0.4691059998549463,800,768,25856,0.0,0.0
1779643466.1574564,6,ML-KEM-512,SPHINCS+-SHA2-128s-simple,11755,1221,0.22722900030203164,1,0.045805999889125815,0.48293200006810366,800,768,25856,0.0,0.0
1779643466.3081772,7,ML-KEM-512,SPHINCS+-SHA2-128s-simple,11755,1221,0.1998249999815016,1,0.04101000013179146,0.4401599999255268,800,768,25856,0.0,0.0
1779643466.4615192,8,ML-KEM-512,SPHINCS+-SHA2-128s-simple,11755,1221,0.23910800018711598,1,0.04392199980429723,0.5039839998062234,800,768,25856,0.0,0.0
1779643466.613725,9,ML-KEM-512,SPHINCS+-SHA2-128s-simple,11755,1221,0.21360300024753087,1,0.04364599999462371,0.4915210001854575,800,768,25856,0.0,0.0
1779643466.7846816,10,ML-KEM-512,SPHINCS+-SHA2-128s-simple,11756,1222,0.2295909998792922,1,0.0463679998574662,0.4905480000161333,800,768,25856,0.0,0.0
1779643466.9459467,11,ML-KEM-512,SPHINCS+-SHA2-128s-simple,11756,1222,0.21688200013159076,1,0.042892000237770844,0.47664399971836247,800,768,25856,0.0,0.0
1779643467.0938065,12,ML-KEM-512,SPHINCS+-SHA2-128s-simple,11756,1222,0.21227300021564588,1,0.040856999930838356,0.4512149998845416,800,768,25856,0.0,0.0
1779643467.2452772,13,ML-KEM-512,SPHINCS+-SHA2-128s-simple,11756,1222,0.17617200001041056,1,0.03944100035369047,0.4111020002710575,800,768,25856,0.0,0.0
1779643467.4174857,14,ML-KEM-512,SPHINCS+-SHA2-128s-simple,11756,1222,0.23395499965772615,1,0.04570600003717118,0.5112009998811118,800,768,25856,0.0,0.0
1779643467.5831463,15,ML-KEM-512,SPHINCS+-SHA2-128s-simple,11756,1222,0.20207199986543856,1,0.057176000154868234,0.4511090000960394,800,768,25856,0.0,0.0
1779643467.7299252,16,ML-KEM-512,SPHINCS+-SHA2-128s-simple,11756,1222,0.34717300013653585,1,0.04607700020642369,0.6365119998008595,800,768,25856,0.0,0.0
1779643467.8752034,17,ML-KEM-512,SPHINCS+-SHA2-128s-simple,11756,1222,0.20238700017216615,1,0.04020100004709093,0.4382859997349442,800,768,25856,0.0,0.0
1779643468.020828,18,ML-KEM-512,SPHINCS+-SHA2-128s-simple,11756,1222,0.19399200027692132,1,0.03951999997298117,0.4181290000815352,800,768,25856,0.0,0.0
1779643468.1622055,19,ML-KEM-512,SPHINCS+-SHA2-128s-simple,11756,1222,0.21614899969790713,1,0.04307900007916032,0.46064700018177973,800,768,25856,0.0,0.0
1779643468.306799,20,ML-KEM-512,SPHINCS+-SHA2-128s-simple,11756,1222,0.1886089999061369,1,0.037896999856457114,0.42854699995587,800,768,25856,0.0,0.0
1779643468.3147893,1,ML-KEM-512,SPHINCS+-SHA2-128f-simple,24063,1221,0.5884790002710361,1,0.03596900023694616,0.8393260000048031,800,768,26368,0.0,0.0
1779643468.3219047,2,ML-KEM-512,SPHINCS+-SHA2-128f-simple,24063,1221,0.45280299991645734,1,0.028378000024531502,0.8282489998236997,800,768,26368,0.0,0.0
1779643468.328644,3,ML-KEM-512,SPHINCS+-SHA2-128f-simple,24063,1221,0.43690500024240464,1,0.02028700009759632,0.5684849998033314,800,768,26368,0.0,0.0
1779643468.3359296,4,ML-KEM-512,SPHINCS+-SHA2-128f-simple,24063,1221,0.48391099971922813,1,0.04153600002609892,0.7127379999474215,800,768,26368,0.0,0.0
1779643468.3430943,5,ML-KEM-512,SPHINCS+-SHA2-128f-simple,24063,1221,0.4853679997722793,1,0.019253000118624186,0.6151669999781006,800,768,26368,0.0,0.0
1779643468.350836,6,ML-KEM-512,SPHINCS+-SHA2-128f-simple,24063,1221,0.5261669998617435,1,0.021161999939067755,0.6573119999302435,800,768,26368,0.0,0.0
1779643468.358446,7,ML-KEM-512,SPHINCS+-SHA2-128f-simple,24063,1221,0.5146989997228957,1,0.017578000097273616,0.6238689998099289,800,768,26368,0.0,0.0
1779643468.36608,8,ML-KEM-512,SPHINCS+-SHA2-128f-simple,24063,1221,0.5020389999117469,1,0.02017899987549754,0.6265349998102465,800,768,26368,0.0,0.0
