ts_unix,alg_family,sig_alg,kem_alg,seq,nonce,hello_stanza_bytes,response_stanza_bytes,kem_keygen_time_ms,sign_time_ms,serialize_time_ms,decaps_time_ms,rtt_ms,sender_total_ms,shared_secret_match,ok,verify_mode,cert_fingerprint_sha256,cert_bytes,kem_pk_bytes,kem_ct_bytes,mem_rss_kb,cpu_user_ms,cpu_sys_ms
1779643483.1180792,SPHINCS,SPHINCS+-SHA2-128s-simple,ML-KEM-768,7,SPHINCS-7-1779643482907411084,13518,2024,0.17895100017994992,141.15942700027517,0.17127399996752501,0.12852700001531048,67.7499909998005,210.59128099977897,1,1,cert,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,867,1184,1088,45836,139.99999999999991,0.0
1779643483.3980703,SPHINCS,SPHINCS+-SHA2-128s-simple,ML-KEM-768,8,SPHINCS-8-1779643483169640940,13518,2024,0.19137500021315645,161.1351729998205,0.16941600006248336,0.04674000001614331,65.45117799987565,228.3860839997942,1,1,cert,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,867,1184,1088,45836,159.99999999999991,0.0
1779643483.6789458,SPHINCS,SPHINCS+-SHA2-128s-simple,ML-KEM-768,9,SPHINCS-9-1779643483449673145,13518,2024,0.12624399960259325,160.12307999972109,0.16746299979786272,0.12695099985648994,67.63122999973348,229.1782460001741,1,1,cert,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,867,1184,1088,45836,150.00000000000014,0.0
1779643483.9546015,SPHINCS,SPHINCS+-SHA2-128s-simple,ML-KEM-768,10,SPHINCS-10-1779643483730796720,13520,2026,0.11728200024663238,143.27294699978665,0.18397999974695267,0.43327399998815963,78.00104600028135,223.62615300016842,1,1,cert,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,867,1184,1088,45836,139.99999999999991,0.0
1779643484.2188215,SPHINCS,SPHINCS+-SHA2-128s-simple,ML-KEM-768,11,SPHINCS-11-1779643484006811357,13520,2026,0.20743100003528525,141.37519299993073,0.17676200013738708,0.1639279998926213,68.42427600031442,211.9035140003689,1,1,cert,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,867,1184,1088,45836,139.99999999999991,0.0
1779643484.4858756,SPHINCS,SPHINCS+-SHA2-128s-simple,ML-KEM-768,12,SPHINCS-12-1779643484270547990,13520,2026,0.6395320001502114,143.42514000009032,0.18215199997939635,0.09440500025448273,68.93804599985742,215.25388000009116,1,1,cert,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,867,1184,1088,45836,149.99999999999991,0.0
1779643484.7562985,SPHINCS,SPHINCS+-SHA2-128s-simple,ML-KEM-768,13,SPHINCS-13-1779643484537695669,13520,2026,0.28853200001321966,144.6400290001293,0.17103500022130902,0.044354000237945,71.72004299991386,218.55964399992445,1,1,cert,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,867,1184,1088,45836,140.0000000000001,0.0
1779643485.0096855,SPHINCS,SPHINCS+-SHA2-128s-simple,ML-KEM-768,14,SPHINCS-14-1779643484807475746,13520,2026,0.07007600015640492,127.60361000027842,0.20706399982373114,0.17103400023188442,73.0776010000227,202.1248790001664,1,1,cert,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,867,1184,1088,45836,119.99999999999966,0.0
1779643485.2787263,SPHINCS,SPHINCS+-SHA2-128s-simple,ML-KEM-768,15,SPHINCS-15-1779643485061185932,13520,2026,0.30351500026881695,150.94730900000286,0.1879479996205191,0.19979499984401627,63.67940699965402,217.37788400014324,1,1,cert,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,867,1184,1088,45836,149.99999999999991,0.0
1779643485.6002886,SPHINCS,SPHINCS+-SHA2-128s-simple,ML-KEM-768,16,SPHINCS-16-1779643485330769335,13520,2026,0.45218500008559204,195.35057999974015,0.17590000015843543,0.19942499966418836,71.06401600003664,269.3888649996552,1,1,cert,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,867,1184,1088,45836,189.99999999999994,0.0
1779643485.868178,SPHINCS,SPHINCS+-SHA2-128s-simple,ML-KEM-768,17,SPHINCS-17-1779643485652279219,13520,2026,0.2642320000632026,147.182617999988,0.16754299986132537,0.09469099995840224,66.32823400013876,215.82400199986296,1,1,cert,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,867,1184,1088,45836,139.9999999999997,0.0
1779643486.1612468,SPHINCS,SPHINCS+-SHA2-128s-simple,ML-KEM-768,18,SPHINCS-18-1779643485919349028,13520,2026,0.23312300027100719,156.1349489998065,0.20665100009864545,0.3996259997620655,82.6222499999858,241.73123199989277,1,1,cert,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,867,1184,1088,45836,149.99999999999991,0.0
1779643486.459063,SPHINCS,SPHINCS+-SHA2-128s-simple,ML-KEM-768,19,SPHINCS-19-1779643486212909553,13520,2026,0.299624000035692,168.29052100001718,0.16584400009378442,0.16502499966009054,75.35403400015639,246.0509459997411,1,1,cert,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,867,1184,1088,45836,159.9999999999997,0.0
1779643486.745271,SPHINCS,SPHINCS+-SHA2-128s-simple,ML-KEM-768,20,SPHINCS-20-1779643486511051498,13520,2026,0.24346400005015312,169.99833399995623,0.1686800001152733,0.0598629999331024,62.42257999974754,234.16430199995375,1,1,cert,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,867,1184,1088,45836,169.99999999999994,0.0
1779643487.0066469,SPHINCS,SPHINCS+-SHA2-128s-simple,ML-KEM-768,21,SPHINCS-21-1779643486796398837,13520,2026,0.12294599991946598,139.96514800010118,0.18442600003254483,0.06137199989098008,68.82870800018281,210.20180499999697,1,1,cert,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,867,1184,1088,45836,140.0000000000001,0.0
1779643487.2700408,SPHINCS,SPHINCS+-SHA2-128s-simple,ML-KEM-768,22,SPHINCS-22-1779643487058201414,13520,2026,0.22919599996384932,139.02224200001,0.18796899985318305,0.2085159999296593,70.41678499990667,211.7564099999072,1,1,cert,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,867,1184,1088,45836,139.9999999999997,0.0
1779643487.577682,SPHINCS,SPHINCS+-SHA2-128s-simple,ML-KEM-768,23,SPHINCS-23-1779643487321562619,13520,2026,0.25426600041100755,191.3491180002893,0.1659580002524308,0.03944500031138887,62.78126200004408,256.0775540000577,1,1,cert,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,867,1184,1088,45836,189.99999999999994,0.0
1779643487.8486376,SPHINCS,SPHINCS+-SHA2-128s-simple,ML-KEM-768,24,SPHINCS-24-1779643487629349209,13520,2026,0.6894870002724929,150.84243000001152,0.16478299994560075,0.09407299967278959,65.23742800027321,219.212399999833,1,1,cert,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,867,1184,1088,45836,160.00000000000014,0.0
1779643488.1176176,SPHINCS,SPHINCS+-SHA2-128s-simple,ML-KEM-768,25,SPHINCS-25-1779643487900024762,13520,2026,0.24028400002862327,148.93892899999628,0.17093599990403163,0.07301699997697142,66.43892900001447,217.52968999999212,1,1,cert,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,867,1184,1088,45836,150.00000000000034,0.0
1779643488.387199,SPHINCS,SPHINCS+-SHA2-128s-simple,ML-KEM-768,26,SPHINCS-26-1779643488168868490,13520,2026,0.17291399990426726,152.80279900025562,0.18159000001105596,0.10774100019261823,63.59667400010949,218.22083000006387,1,1,cert,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,867,1184,1088,45836,149.99999999999946,0.0
1779643488.6641638,SPHINCS,SPHINCS+-SHA2-128s-simple,ML-KEM-768,27,SPHINCS-27-1779643488438514659,13520,2026,0.0648969999019755,158.95918799969877,0.17407999985152856,0.0907979997464281,65.54365599959056,225.6065380001928,1,1,cert,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,867,1184,1088,45836,160.00000000000014,0.0
1779643488.9746714,SPHINCS,SPHINCS+-SHA2-128s-simple,ML-KEM-768,28,SPHINCS-28-1779643488715081132,13520,2026,0.14475199986918597,194.87299399997937,0.16279000010399614,0.0484659999528958,63.457878999997774,259.546562000196,1,1,cert,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,867,1184,1088,45836,200.00000000000017,0.0
1779643489.251747,SPHINCS,SPHINCS+-SHA2-128s-simple,ML-KEM-768,29,SPHINCS-29-1779643489025456835,13520,2026,0.28564400008690427,149.77818399984244,0.1718299999993178,0.17436899997846922,73.42900100002225,226.17601199999626,1,1,cert,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,867,1184,1088,45836,150.00000000000034,0.0
1779643489.5266728,SPHINCS,SPHINCS+-SHA2-128s-simple,ML-KEM-768,30,SPHINCS-30-1779643489302708372,13520,2026,0.2411039999969944,157.3601449999842,0.16522200030522072,0.07770799993522814,64.87281899990194,223.90186699976766,1,1,cert,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,867,1184,1088,45836,149.99999999999946,0.0
1779643493.0629392,ML-DSA,ML-DSA-65,ML-KEM-768,1,ML-DSA-1-1779643493047313324,10844,2022,0.08256899991465616,0.11764300006689155,0.1868750000539876,0.07183900015661493,14.646911999989243,15.585515999646304,1,1,qr,735bd59e4b2049428e5571412de5733b4cb225656f7734775a53b952fb52e41b,4275,1184,1088,44320,0.0,0.0
1779643493.1962693,ML-DSA,ML-DSA-65,ML-KEM-768,2,ML-DSA-2-1779643493113544889,10844,2022,0.26242800004183664,0.852516000122705,0.6486190000032366,0.11733900009858189,78.78033699989828,82.63720499962801,1,1,qr,735bd59e4b2049428e5571412de5733b4cb225656f7734775a53b952fb52e41b,4275,1184,1088,45692,0.0,0.0
1779643493.3174403,ML-DSA,ML-DSA-65,ML-KEM-768,3,ML-DSA-3-1779643493247206331,10844,2022,0.17427800003133598,0.5138209999131504,0.6712889999107574,0.06719400016663712,67.4619060000623,70.18394599981548,1,1,qr,735bd59e4b2049428e5571412de5733b4cb225656f7734775a53b952fb52e41b,4275,1184,1088,45692,0.0,0.0
