ts_unix,alg_family,alg_name,alg_type,iteration,keygen_time_ms,sign_time_ms,verify_time_ms,sig_bytes,pk_bytes,verify_ok
1779465920.8925195,ML-DSA,ML-DSA-44,pqc,76,0.0888760005182121,0.061204999838082585,0.030250000236264896,2420,1312,1
1779465920.892689,ML-DSA,ML-DSA-44,pqc,77,0.03216099958081031,0.07870600074966205,0.02959100038424367,2420,1312,1
1779465920.8928337,ML-DSA,ML-DSA-44,pqc,78,0.028900999495817814,0.0631180000709719,0.029208999876573216,2420,1312,1
1779465920.8929884,ML-DSA,ML-DSA-44,pqc,79,0.028774999918823596,0.07307899977604393,0.02847499945346499,2420,1312,1
1779465920.8931522,ML-DSA,ML-DSA-44,pqc,80,0.028432999897631817,0.06790200040995842,0.037646999771823175,2420,1312,1
1779465920.8939908,ML-DSA,ML-DSA-44,pqc,81,0.05991000034555327,0.2520239995646989,0.04117800017411355,2420,1312,1
1779465920.8941545,ML-DSA,ML-DSA-44,pqc,82,0.037290999898687005,0.05798900019726716,0.02755900004558498,2420,1312,1
1779465920.894282,ML-DSA,ML-DSA-44,pqc,83,0.027631000193650834,0.046488999942084774,0.02669200057425769,2420,1312,1
1779465920.8944905,ML-DSA,ML-DSA-44,pqc,84,0.026325000362703577,0.13403899993136292,0.027381999643694144,2420,1312,1
1779465920.894682,ML-DSA,ML-DSA-44,pqc,85,0.030870000045979396,0.0378419999833568,0.026886999876296613,2420,1312,1
1779465920.8947947,ML-DSA,ML-DSA-44,pqc,86,0.02628599941090215,0.03617699985625222,0.026531000003160443,2420,1312,1
1779465920.894994,ML-DSA,ML-DSA-44,pqc,87,0.026080999305122532,0.09438500001124339,0.03598999956011539,2420,1312,1
1779465920.895141,ML-DSA,ML-DSA-44,pqc,88,0.03927000034309458,0.03906500023731496,0.027322000278218184,2420,1312,1
1779465920.8952856,ML-DSA,ML-DSA-44,pqc,89,0.02709499949560268,0.06699299956380855,0.027693000447470695,2420,1312,1
1779465920.895512,ML-DSA,ML-DSA-44,pqc,90,0.026763000278151594,0.14762699993298156,0.027561999559111428,2420,1312,1
1779465920.8956761,ML-DSA,ML-DSA-44,pqc,91,0.02676700023584999,0.08592300036980305,0.02799400044750655,2420,1312,1
1779465920.8958168,ML-DSA,ML-DSA-44,pqc,92,0.030186000003595836,0.05231500017544022,0.02867700004571816,2420,1312,1
1779465920.895933,ML-DSA,ML-DSA-44,pqc,93,0.027368999326427,0.0403260000894079,0.025702000129967928,2420,1312,1
1779465920.896065,ML-DSA,ML-DSA-44,pqc,94,0.026681999770516995,0.05897399933019187,0.02594499983388232,2420,1312,1
1779465920.8961906,ML-DSA,ML-DSA-44,pqc,95,0.02599500021460699,0.05424600021797232,0.02570000015111873,2420,1312,1
1779465920.896302,ML-DSA,ML-DSA-44,pqc,96,0.02633399981277762,0.037667000469809864,0.027831999432237353,2420,1312,1
1779465920.8964546,ML-DSA,ML-DSA-44,pqc,97,0.0293119992420543,0.0682299996697111,0.030500999855576083,2420,1312,1
1779465920.896575,ML-DSA,ML-DSA-44,pqc,98,0.02921800023614196,0.038860000131535344,0.028587000088009518,2420,1312,1
1779465920.896689,ML-DSA,ML-DSA-44,pqc,99,0.02890900032070931,0.03752900011022575,0.02624199987621978,2420,1312,1
1779465920.8969193,ML-DSA,ML-DSA-44,pqc,100,0.0719599993317388,0.09324500024376903,0.027920999855268747,2420,1312,1
1779465920.8977304,ML-DSA,ML-DSA-65,pqc,1,0.2985519995490904,0.30487299954984337,0.05324500034475932,3309,1952,1
1779465920.897915,ML-DSA,ML-DSA-65,pqc,2,0.049228999159822706,0.05586099996435223,0.041928999962692615,3309,1952,1
