ts_unix,from,msg_id,nonce,kem_alg,sig_alg,hello_stanza_bytes,response_stanza_bytes,deserialize_time_ms,verify_time_ms,verify_ok,cert_ok,cert_reason,cert_fingerprint_sha256,encaps_time_ms,receiver_total_ms,cpu_user_ms,cpu_sys_ms,mem_rss_kb,kem_pk_bytes,kem_ct_bytes
1779643479.223947,emisor@localhost/2VQXuDm1RVDd,7fa5543ff94d476594218e9094c69e4e,ML-DSA-14-1779643479154742317,ML-KEM-768,ML-DSA-65,10883,1985,0.21839800001544063,0.17649600022195955,1,1,ok,3bf9e6de7c006f2fc44a0627f28db2e26c0f4e0662978eb0091463d71e135510,0.12939799989908352,2.616977999878145,0.0,0.0,44556,1184,1088
1779643479.347574,emisor@localhost/2VQXuDm1RVDd,03df343ddb4847b9ace6e75c47e825cc,ML-DSA-15-1779643479277255961,ML-KEM-768,ML-DSA-65,10883,1985,0.7882449999669916,0.4148500001974753,1,1,ok,3bf9e6de7c006f2fc44a0627f28db2e26c0f4e0662978eb0091463d71e135510,0.17915500029630493,6.341894999877695,0.0,0.0,44556,1184,1088
1779643479.4663565,emisor@localhost/2VQXuDm1RVDd,64c28b3a80ab4da7bd72a780d50b1da5,ML-DSA-16-1779643479401612970,ML-KEM-768,ML-DSA-65,10883,1985,0.4984530000911036,0.30806199993094197,1,1,ok,3bf9e6de7c006f2fc44a0627f28db2e26c0f4e0662978eb0091463d71e135510,0.14315399994302425,5.38628799995422,0.0,0.0,44556,1184,1088
1779643479.5849874,emisor@localhost/2VQXuDm1RVDd,115b1921e8c24830b29c08dc2147c22d,ML-DSA-17-1779643479518717384,ML-KEM-768,ML-DSA-65,10883,1985,0.13485899989973404,0.5308139998305705,1,1,ok,3bf9e6de7c006f2fc44a0627f28db2e26c0f4e0662978eb0091463d71e135510,0.15120300031412626,4.669400000238966,0.0,0.0,44556,1184,1088
1779643479.7038484,emisor@localhost/2VQXuDm1RVDd,fccb16be736743a7a51de18d1d30dda7,ML-DSA-18-1779643479638331245,ML-KEM-768,ML-DSA-65,10883,1985,0.4032930000903434,0.18941899998026202,1,1,ok,3bf9e6de7c006f2fc44a0627f28db2e26c0f4e0662978eb0091463d71e135510,0.06154500033517252,3.1024640002215165,0.0,0.0,44556,1184,1088
1779643479.8219738,emisor@localhost/2VQXuDm1RVDd,8b9be67f4dc5481999f8491ceb811d76,ML-DSA-19-1779643479756988312,ML-KEM-768,ML-DSA-65,10883,1985,0.1583509997544752,0.21904899995206506,1,1,ok,3bf9e6de7c006f2fc44a0627f28db2e26c0f4e0662978eb0091463d71e135510,0.09911799998008064,1.6453960001854284,0.0,0.0,44556,1184,1088
1779643479.9452424,emisor@localhost/2VQXuDm1RVDd,4b46045662d044d58328ba323c7ea2cc,ML-DSA-20-1779643479873716391,ML-KEM-768,ML-DSA-65,10883,1985,0.699416999850655,0.17023800000970368,1,1,ok,3bf9e6de7c006f2fc44a0627f28db2e26c0f4e0662978eb0091463d71e135510,0.13495799976226408,4.164274999766349,0.0,0.0,44556,1184,1088
1779643480.079068,emisor@localhost/2VQXuDm1RVDd,e5f90d77540d40089598de627e8e60ad,ML-DSA-21-1779643479999448735,ML-KEM-768,ML-DSA-65,10883,1985,0.8233230000769254,0.4746099998556019,1,1,ok,3bf9e6de7c006f2fc44a0627f28db2e26c0f4e0662978eb0091463d71e135510,0.29776400015180116,7.829986000160716,0.0,0.0,44556,1184,1088
1779643480.2179997,emisor@localhost/2VQXuDm1RVDd,9ff61ffb6bf04492a3559ead4ca87afb,ML-DSA-22-1779643480135063919,ML-KEM-768,ML-DSA-65,10883,1985,0.6015609997120919,0.4803560000254947,1,1,ok,3bf9e6de7c006f2fc44a0627f28db2e26c0f4e0662978eb0091463d71e135510,0.21555300008913036,6.699936000131856,0.0,0.0,44556,1184,1088
1779643480.3463478,emisor@localhost/2VQXuDm1RVDd,413903ad96804fffabc23e6440796d4e,ML-DSA-23-1779643480272561498,ML-KEM-768,ML-DSA-65,10883,1985,0.6058809999558434,0.16575700010434957,1,1,ok,3bf9e6de7c006f2fc44a0627f28db2e26c0f4e0662978eb0091463d71e135510,0.08020299992494984,4.446871999789437,0.0,0.0,44556,1184,1088
1779643480.4689708,emisor@localhost/2VQXuDm1RVDd,58c5eb054ed64fcc84c8bce85675a861,ML-DSA-24-1779643480402120829,ML-KEM-768,ML-DSA-65,10883,1985,0.4425419997460267,0.5370849999053462,1,1,ok,3bf9e6de7c006f2fc44a0627f28db2e26c0f4e0662978eb0091463d71e135510,0.2918200002568483,7.233382999856985,0.0,0.0,44556,1184,1088
1779643480.5814714,emisor@localhost/2VQXuDm1RVDd,8ac42f1f7a5b4ce0af7c52a82e9bda4a,ML-DSA-25-1779643480522832861,ML-KEM-768,ML-DSA-65,10883,1985,0.11486500034152414,0.09102400008487166,1,1,ok,3bf9e6de7c006f2fc44a0627f28db2e26c0f4e0662978eb0091463d71e135510,0.05331900001692702,1.3995850003993837,0.0,0.0,44556,1184,1088
1779643480.6931617,emisor@localhost/2VQXuDm1RVDd,5caeac1522334a168a68b8ad2fb53d44,ML-DSA-26-1779643480633849584,ML-KEM-768,ML-DSA-65,10883,1985,0.403294000079768,0.14875900023980648,1,1,ok,3bf9e6de7c006f2fc44a0627f28db2e26c0f4e0662978eb0091463d71e135510,0.06581099978575367,2.3750830000608403,0.0,0.0,44556,1184,1088
1779643480.8143475,emisor@localhost/2VQXuDm1RVDd,8dc2ac97edd34f42afbee30eabaaf334,ML-DSA-27-1779643480744971734,ML-KEM-768,ML-DSA-65,10883,1985,0.2177410001422686,0.20165599971733172,1,1,ok,3bf9e6de7c006f2fc44a0627f28db2e26c0f4e0662978eb0091463d71e135510,0.23588199974255986,3.489676999834046,0.0,0.0,44556,1184,1088
1779643480.9329784,emisor@localhost/2VQXuDm1RVDd,7e17c2292f4546d496377b604a30a674,ML-DSA-28-1779643480867559413,ML-KEM-768,ML-DSA-65,10883,1985,0.3461739997874247,0.09101399973587831,1,1,ok,3bf9e6de7c006f2fc44a0627f28db2e26c0f4e0662978eb0091463d71e135510,0.04484100008994574,2.4124280002979503,0.0,0.0,44556,1184,1088
1779643481.0530722,emisor@localhost/2VQXuDm1RVDd,1ba51d3bda9349998b9bca0bb751dd75,ML-DSA-29-1779643480984637074,ML-KEM-768,ML-DSA-65,10883,1985,0.1574039997649379,0.27066100028605433,1,1,ok,3bf9e6de7c006f2fc44a0627f28db2e26c0f4e0662978eb0091463d71e135510,0.05776700027126935,2.8374399998938316,0.0,0.0,44556,1184,1088
1779643481.1750226,emisor@localhost/2VQXuDm1RVDd,d9e69ed755df466abd102a54a4dd801a,ML-DSA-30-1779643481105226877,ML-KEM-768,ML-DSA-65,10883,1985,0.5748500002482615,0.4859209998357983,1,1,ok,3bf9e6de7c006f2fc44a0627f28db2e26c0f4e0662978eb0091463d71e135510,0.11264100021435297,4.029774000173347,0.0,0.0,44556,1184,1088
1779643481.4608397,emisor@localhost/2VQXuDm1RVDd,19af067335784ebc831a80afb640d1c3,SPHINCS-1-1779643481229985578,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13555,1985,0.8576299997002934,2.095078999900579,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.2552739997554454,9.237365999979374,0.0,0.0,44556,1184,1088
1779643481.7745132,emisor@localhost/2VQXuDm1RVDd,7b64236ed08543019169b3c2f36d9043,SPHINCS-2-1779643481514807468,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13555,1985,0.3115220001745911,0.6918379999660829,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.12987699983568746,3.980658999807929,0.0,0.0,44556,1184,1088
1779643482.0241435,emisor@localhost/2VQXuDm1RVDd,04884ecb9eae48e3be8fe9f70c839b77,SPHINCS-3-1779643481831037340,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13555,1985,0.48344700007874053,0.4405270001370809,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.13100500018481398,3.5182279998480226,0.0,0.0,44556,1184,1088
1779643482.2861392,emisor@localhost/2VQXuDm1RVDd,15c193c34be54d30a56803f49ba2c9fe,SPHINCS-4-1779643482082028716,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13555,1985,0.20221299973854912,0.8996350002234976,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.3124560003016086,5.1652480001394,0.0,0.0,44556,1184,1088
1779643482.5557349,emisor@localhost/2VQXuDm1RVDd,84db07d5ca0c4a05ae109497f6d3c21c,SPHINCS-5-1779643482343999911,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13555,1985,0.423022999711975,0.7817180003257818,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.12418500000421773,4.238249000081851,0.0,0.0,44556,1184,1088
1779643482.8548734,emisor@localhost/2VQXuDm1RVDd,b3ad3e33df7548c7ac0b6a350bb36f2d,SPHINCS-6-1779643482610004938,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13555,1985,0.5906920000597893,0.5801930001325672,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.07348099961745902,3.3081769997806987,0.0,0.0,44556,1184,1088
1779643483.1151545,emisor@localhost/2VQXuDm1RVDd,14090ef3351c43139172eced9c5781f7,SPHINCS-7-1779643482907411084,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13555,1985,0.29795899990858743,0.812604999737232,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.18786500004353002,3.6631119996854977,10.000000000000009,0.0,44556,1184,1088
1779643483.3951132,emisor@localhost/2VQXuDm1RVDd,84019a19b00e4d7fa5c43b012db7ddcd,SPHINCS-8-1779643483169640940,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13555,1985,0.5878389997633349,0.45876600006522494,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.07850799966035993,3.1548760002806375,0.0,0.0,44556,1184,1088
1779643483.6769485,emisor@localhost/2VQXuDm1RVDd,2ea2b70588144209833dc795875ac90e,SPHINCS-9-1779643483449673145,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13555,1985,0.40236600034404546,1.1562400000002526,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.22316699960356345,5.110708000302111,10.000000000000009,0.0,44556,1184,1088
1779643483.9490092,emisor@localhost/2VQXuDm1RVDd,9f7672e915774e788b34cca1b863bba1,SPHINCS-10-1779643483730796720,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13557,1987,0.3798119996645255,1.9032969998988847,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.2955559998554236,7.181856999977754,0.0,0.0,44556,1184,1088
1779643484.2150302,emisor@localhost/2VQXuDm1RVDd,f52c21f19d074f5181a0015fd4041eff,SPHINCS-11-1779643484006811357,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13557,1987,0.36621599974751007,0.45895700031906017,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.1439079996998771,3.577086999939638,0.0,0.0,44556,1184,1088
1779643484.4834251,emisor@localhost/2VQXuDm1RVDd,42272d682640429ca5c2462bf7995ada,SPHINCS-12-1779643484270547990,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13557,1987,0.22686100010105292,0.5716400000892463,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.06495400020867237,2.3530400003437535,0.0,0.0,44556,1184,1088
1779643484.7549293,emisor@localhost/2VQXuDm1RVDd,38cf4ee6b6da49b7a047fb0e47398ab1,SPHINCS-13-1779643484537695669,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13557,1987,0.30034399969736114,0.728709000213712,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.14224200003809528,3.6991940000916657,0.0,0.0,44556,1184,1088
1779643485.0063534,emisor@localhost/2VQXuDm1RVDd,8b7bb7fa8b3b4896a8c53e396351323f,SPHINCS-14-1779643484807475746,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13557,1987,0.4085000000486616,0.9264279997296399,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.17486499973529135,5.010603999835439,0.0,0.0,44556,1184,1088
1779643485.2760684,emisor@localhost/2VQXuDm1RVDd,a232dc82cbb54c40a2c5eab2c4e83511,SPHINCS-15-1779643485061185932,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13557,1987,0.5370499998207379,0.8392009999624861,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.14955300002839067,3.668798000035167,0.0,0.0,44556,1184,1088
1779643485.5964727,emisor@localhost/2VQXuDm1RVDd,d94902d8546c45179315ea2aca259a91,SPHINCS-16-1779643485330769335,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13557,1987,0.26904900005320087,1.5107569997780956,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.27089300010629813,5.224137999903178,10.000000000000009,0.0,44556,1184,1088
1779643485.8651888,emisor@localhost/2VQXuDm1RVDd,6427e44bb9a342aeb37a56511c8db945,SPHINCS-17-1779643485652279219,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13557,1987,0.29814400022587506,1.0926159998234652,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.13015000013183453,4.044627999974182,0.0,0.0,44556,1184,1088
1779643486.1486125,emisor@localhost/2VQXuDm1RVDd,4edae35cbeb640c5b1a59e71222129e9,SPHINCS-18-1779643485919349028,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13557,1987,0.8221560001402395,0.9841870000855124,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.15807699992365087,6.826435999755631,0.0,0.0,44556,1184,1088
1779643486.4485726,emisor@localhost/2VQXuDm1RVDd,6b40c95b640e4c5ba6289669ee782674,SPHINCS-19-1779643486212909553,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13557,1987,0.7019919999038393,1.1150249997626815,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.2891799999815703,6.508274000225356,0.0,0.0,44556,1184,1088
1779643486.7425666,emisor@localhost/2VQXuDm1RVDd,a8f21437666d426993bfbac21cedbba9,SPHINCS-20-1779643486511051498,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13557,1987,0.17025099987222347,0.4145339999013231,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.08136499991451274,2.089427000100841,0.0,0.0,44556,1184,1088
1779643487.005138,emisor@localhost/2VQXuDm1RVDd,23d8565876ca47c1859458c5df3eb7a1,SPHINCS-21-1779643486796398837,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13557,1987,0.476112999876932,0.8058599996729754,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.2624599997034238,3.981223000209866,0.0,0.0,44556,1184,1088
1779643487.2662358,emisor@localhost/2VQXuDm1RVDd,f1e577ff13d84cc29046dea4058e63a0,SPHINCS-22-1779643487058201414,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13557,1987,0.44056600017938763,1.2862660000791948,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.23441300027116085,5.141885999819351,10.000000000000009,0.0,44556,1184,1088
1779643487.5764787,emisor@localhost/2VQXuDm1RVDd,2e938c231a234e01be1cf1c530413690,SPHINCS-23-1779643487321562619,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13557,1987,0.3700089996527822,0.8116490002976207,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.09949900004357914,5.345432000012806,0.0,0.0,44556,1184,1088
1779643487.8461962,emisor@localhost/2VQXuDm1RVDd,9cdb1024bad04beda0478d79fdeb5b2a,SPHINCS-24-1779643487629349209,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13557,1987,0.4711830001724593,0.6818920001023798,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.1331450002908241,4.479026999888447,0.0,0.0,44556,1184,1088
1779643488.114912,emisor@localhost/2VQXuDm1RVDd,5b9f85eaa75941719dbb6dcba47d34f9,SPHINCS-25-1779643487900024762,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13557,1987,0.31614399995305575,0.6111360003160371,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.16225199988184613,3.989629999978206,0.0,0.0,44556,1184,1088
1779643488.3853383,emisor@localhost/2VQXuDm1RVDd,8e3c354b39db470397e18e68155c6aaa,SPHINCS-26-1779643488168868490,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13557,1987,0.380074000077002,1.133142999606207,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.40308299958269345,4.097559999991063,0.0,0.0,44556,1184,1088
1779643488.6626713,emisor@localhost/2VQXuDm1RVDd,ed7b56d7303248d1a7d6035140f5e3cb,SPHINCS-27-1779643488438514659,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13557,1987,0.3469329999461479,0.3093219997936103,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.06261599992285483,1.9499519999044423,0.0,0.0,44556,1184,1088
1779643488.9732969,emisor@localhost/2VQXuDm1RVDd,bcaf676291184467bed35dcdf5dd7271,SPHINCS-28-1779643488715081132,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13557,1987,0.19234599994888413,0.34896699980890844,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.06842899983894313,2.701663999687298,10.000000000000009,0.0,44556,1184,1088
1779643489.246502,emisor@localhost/2VQXuDm1RVDd,247f22d8c55f45669e457bd2fe29927e,SPHINCS-29-1779643489025456835,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13557,1987,0.3393069996491249,1.4448629999606055,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.27370999987397227,5.727942999783409,0.0,0.0,44556,1184,1088
1779643489.52468,emisor@localhost/2VQXuDm1RVDd,b2339bfe49af4b38a5f03f2e2c26a02f,SPHINCS-30-1779643489302708372,ML-KEM-768,SPHINCS+-SHA2-128s-simple,13557,1987,0.7950180001898843,0.5737430001317989,1,1,ok,8e746bd315492890ea5b1a893afbe1b29c980b1928ac8e86e862526afb57ba0c,0.10768199990707217,3.2949649998954555,0.0,0.0,44556,1184,1088
1779643493.0619316,emisor@localhost/OEIhozaaA0Wj,a457660dacf8427b847303ce579ff7f6,ML-DSA-1-1779643493047313324,ML-KEM-768,ML-DSA-65,10881,1983,0.20645499989768723,0.1170960003946675,1,1,ok,735bd59e4b2049428e5571412de5733b4cb225656f7734775a53b952fb52e41b,0.07031399991319631,2.2075580000091577,0.0,0.0,44700,1184,1088
1779643493.1932862,emisor@localhost/OEIhozaaA0Wj,d011851e3aba4ea4969a26e595f5e2b9,ML-DSA-2-1779643493113544889,ML-KEM-768,ML-DSA-65,10881,1983,0.13156500017430517,0.19964000011896132,1,1,ok,735bd59e4b2049428e5571412de5733b4cb225656f7734775a53b952fb52e41b,0.26126800003112294,2.8543190001073526,0.0,0.0,44692,1184,1088
1779643493.315819,emisor@localhost/OEIhozaaA0Wj,422cb8b2fb1e4e52a51426f9c444a40c,ML-DSA-3-1779643493247206331,ML-KEM-768,ML-DSA-65,10881,1983,0.8922309998524725,0.28507499973784434,1,1,ok,735bd59e4b2049428e5571412de5733b4cb225656f7734775a53b952fb52e41b,0.05770699999629869,4.09689200023422,0.0,0.0,44692,1184,1088
1779643493.4350026,emisor@localhost/OEIhozaaA0Wj,14bcb2c22f2043088043486ae8770603,ML-DSA-4-1779643493367867072,ML-KEM-768,ML-DSA-65,10881,1983,0.35610499980975874,0.30528800016327295,1,1,ok,735bd59e4b2049428e5571412de5733b4cb225656f7734775a53b952fb52e41b,0.16210200010391418,4.486914999688452,9.99999999999998,0.0,44692,1184,1088
1779643493.544832,emisor@localhost/OEIhozaaA0Wj,1bd1536686c84fd08e75642d6b19805d,ML-DSA-5-1779643493486825258,ML-KEM-768,ML-DSA-65,10881,1983,0.3354990003572311,0.25170199978674646,1,1,ok,735bd59e4b2049428e5571412de5733b4cb225656f7734775a53b952fb52e41b,0.201921000098082,3.785113000049023,0.0,0.0,44692,1184,1088
1779643493.6685781,emisor@localhost/OEIhozaaA0Wj,527728209ada4ea3b6dcf42d102bb164,ML-DSA-6-1779643493598401276,ML-KEM-768,ML-DSA-65,10881,1983,0.8498419997522433,0.23734700016575516,1,1,ok,735bd59e4b2049428e5571412de5733b4cb225656f7734775a53b952fb52e41b,0.14124700010142988,6.563007000295329,0.0,0.0,44692,1184,1088
1779643493.7878687,emisor@localhost/OEIhozaaA0Wj,9b280296c2ae467f95f03ee410b74b92,ML-DSA-7-1779643493724067915,ML-KEM-768,ML-DSA-65,10881,1983,0.8301019997816184,0.38823299973955727,1,1,ok,735bd59e4b2049428e5571412de5733b4cb225656f7734775a53b952fb52e41b,0.17582999998921878,6.255037000300945,0.0,0.0,44692,1184,1088
1779643493.9188485,emisor@localhost/OEIhozaaA0Wj,7ea5b52b230d483da30fa209d013f088,ML-DSA-8-1779643493845999289,ML-KEM-768,ML-DSA-65,10881,1983,0.45501399972636136,0.4333540000516223,1,1,ok,735bd59e4b2049428e5571412de5733b4cb225656f7734775a53b952fb52e41b,0.34989100004167994,7.276564999756374,0.0,0.0,44692,1184,1088
