ts_unix,iteration,kem_alg,sig_alg,hello_bytes,response_bytes,kem_keygen_ms,sig_keygen_ms,sign_time_ms,decaps_time_ms,sender_total_ms,shared_secret_match,kem_pk_bytes,mem_send_rss_kb,cpu_send_user_ms,cpu_send_sys_ms
1779643468.4829104,15,ML-KEM-768,ML-DSA-87,11360,1650,0.014351999652717495,0.05572700001721387,0.07179199974416406,0.0152769998749136,0.42150600029344787,1,1184,26368,0.0,0.0
1779643468.4833758,16,ML-KEM-768,ML-DSA-87,11360,1650,0.014032999843038851,0.05542799999602721,0.10264399998050067,0.014761999864276731,0.4144389999964915,1,1184,26368,0.0,0.0
1779643468.4838903,17,ML-KEM-768,ML-DSA-87,11360,1650,0.017765999928087695,0.05617299984805868,0.07089300015650224,0.014989000192144886,0.4218110002511821,1,1184,26368,0.0,0.0
1779643468.4843185,18,ML-KEM-768,ML-DSA-87,11360,1650,0.013717999991058605,0.05534799993256456,0.07116400001905276,0.014784000086365268,0.3793890000451938,1,1184,26368,0.0,0.0
1779643468.4847558,19,ML-KEM-768,ML-DSA-87,11360,1650,0.013348999800655292,0.05499700000655139,0.07038799958536401,0.014637999811384361,0.3751280000869883,1,1184,26368,0.0,0.0
1779643468.4852583,20,ML-KEM-768,ML-DSA-87,11360,1650,0.01720000000204891,0.059734999922511633,0.10636600018187892,0.014967999959480949,0.45231299964143545,1,1184,26368,0.0,0.0
1779643468.6300132,1,ML-KEM-768,SPHINCS+-SHA2-128s-simple,12267,1649,0.019062999854213558,16.413219000241952,127.41342300023462,0.02166800004488323,144.6011120001458,1,1184,26368,140.0000000000001,0.0
1779643468.7728105,2,ML-KEM-768,SPHINCS+-SHA2-128s-simple,12267,1649,0.019256000086897984,16.54192800015153,125.49088399964603,0.018764000287774252,142.7094579998993,1,1184,26368,149.99999999999991,0.0
1779643468.9145453,3,ML-KEM-768,SPHINCS+-SHA2-128s-simple,12267,1649,0.023005999992165016,16.18689099996118,124.72967099984089,0.01812999971662066,141.62019900004452,1,1184,26368,140.0000000000001,0.0
1779643469.065844,4,ML-KEM-768,SPHINCS+-SHA2-128s-simple,12267,1649,0.019039999642700423,16.53716600003463,133.98182800028735,0.022185000034369295,151.22002599991902,1,1184,26368,149.99999999999991,0.0
1779643469.2113733,5,ML-KEM-768,SPHINCS+-SHA2-128s-simple,12267,1649,0.028886000109196175,17.65238500001942,126.91717099960442,0.021373999970819568,145.34530999981143,1,1184,26368,150.00000000000034,0.0
1779643469.3591187,6,ML-KEM-768,SPHINCS+-SHA2-128s-simple,12267,1649,0.017870000192488078,17.65316699993491,129.3020359998991,0.022683000224787975,147.64992600021287,1,1184,26368,149.99999999999946,0.0
1779643469.5062337,7,ML-KEM-768,SPHINCS+-SHA2-128s-simple,12267,1649,0.017790999663702678,16.632477999792172,129.5876860003773,0.02157399967472884,147.03444899987517,1,1184,26368,140.00000000000057,0.0
1779643469.6510599,8,ML-KEM-768,SPHINCS+-SHA2-128s-simple,12267,1649,0.018353000086790416,18.304386000181694,125.76938600022913,0.01806699992812355,144.75102999995215,1,1184,26368,149.99999999999946,0.0
1779643469.79092,9,ML-KEM-768,SPHINCS+-SHA2-128s-simple,12267,1649,0.0207029997909558,16.01835800011031,122.99259700012044,0.024864999886631267,139.7102700002506,1,1184,26368,140.00000000000057,0.0
1779643469.9343457,10,ML-KEM-768,SPHINCS+-SHA2-128s-simple,12268,1650,0.020445000245672418,16.70852500001274,125.92615099993054,0.021058000129414722,143.34298399990075,1,1184,26368,149.99999999999946,0.0
1779643470.079308,11,ML-KEM-768,SPHINCS+-SHA2-128s-simple,12268,1650,0.01715400003376999,16.585069000029762,127.61550300001545,0.02112500033035758,144.88546899974608,1,1184,26368,140.00000000000057,0.0
1779643470.2216437,12,ML-KEM-768,SPHINCS+-SHA2-128s-simple,12268,1650,0.024205000045185443,16.927831999964837,124.55072099965037,0.018634000298334286,142.1754719999626,1,1184,26368,139.9999999999997,0.0
1779643470.3631625,13,ML-KEM-768,SPHINCS+-SHA2-128s-simple,12268,1650,0.02174500014007208,16.56689199990069,124.04495000009774,0.021606999780487968,141.36536400019395,1,1184,26368,150.00000000000034,0.0
1779643470.5125945,14,ML-KEM-768,SPHINCS+-SHA2-128s-simple,12268,1650,0.03601000025810208,16.361595000034868,132.20060499998,0.023119999696064042,149.3392769998536,1,1184,26368,149.99999999999946,0.0
1779643470.6654596,15,ML-KEM-768,SPHINCS+-SHA2-128s-simple,12268,1650,0.020466000023589004,17.88364599997294,134.08514499997182,0.02321900001334143,152.7642510000078,1,1184,26368,150.00000000000034,0.0
1779643470.8208332,16,ML-KEM-768,SPHINCS+-SHA2-128s-simple,12268,1650,0.01977300007638405,18.04090699988592,136.496724999688,0.02180799992856919,155.29272100002345,1,1184,26368,160.00000000000014,0.0
1779643470.97506,17,ML-KEM-768,SPHINCS+-SHA2-128s-simple,12268,1650,0.025289999939559493,18.008821999956126,135.21829599994817,0.04402600006869761,154.06342999995104,1,1184,26368,149.99999999999946,0.0
1779643471.123195,18,ML-KEM-768,SPHINCS+-SHA2-128s-simple,12268,1650,0.021816999833390582,17.089761000079307,130.2212329997019,0.021547999949689256,148.05225300005986,1,1184,26368,150.00000000000034,0.0
1779643471.270321,19,ML-KEM-768,SPHINCS+-SHA2-128s-simple,12268,1650,0.02062399971691775,17.604692000077193,128.74488899979042,0.01907499972730875,147.04506599991873,1,1184,26368,149.99999999999946,0.0
1779643471.4150379,20,ML-KEM-768,SPHINCS+-SHA2-128s-simple,12268,1650,0.024616999780846527,15.405589999772928,128.4977219997927,0.017452000065532047,144.56391900012022,1,1184,26368,140.00000000000057,0.0
1779643471.422783,1,ML-KEM-768,SPHINCS+-SHA2-128f-simple,24575,1649,0.022248000277613755,0.2554849997977726,6.314108999958989,0.021378999917942565,7.542920999640046,1,1184,26368,9.999999999999787,0.0
1779643471.4303572,2,ML-KEM-768,SPHINCS+-SHA2-128f-simple,24575,1649,0.01870300002337899,0.24438199989162968,6.337527000141563,0.023316999886446865,7.49073099996167,1,1184,26368,9.999999999999787,0.0
1779643471.438385,3,ML-KEM-768,SPHINCS+-SHA2-128f-simple,24575,1649,0.017452000065532047,0.2726909997363691,6.676051999875199,0.01792600005501299,7.959305999975186,1,1184,26368,9.999999999999787,0.0
