ts_unix,alg_family,alg_name,seq,msg_id,body_bytes,stanza_bytes,pk_b64_bytes,sig_b64_bytes,sig_keygen_time_ms,sign_time_ms,serialize_time_ms,rtt_ms,net_baseline_rtt_ms,receipt_ok,mem_rss_kb,mem_delta_kb,cpu_user_ms,cpu_sys_ms
1779643430.9299452,ML-DSA,ML-DSA-65,14,75e96ef1efc54aac8c93280712fa9c76,34,7368,2604,4412,0.2517590000934433,0.2009340000768134,0.6138839999039192,10.981806000017968,2.311989200006792,1,35844,0,0.0,0.0
1779643430.9952235,ML-DSA,ML-DSA-65,15,caea3f7b73a74041964f040bf1d509c9,34,7368,2604,4412,0.2640500001689361,1.122493999901053,0.5377350003072934,11.749069999950734,2.311989200006792,1,35844,0,0.0,0.0
1779643431.056805,ML-DSA,ML-DSA-65,16,c57eb1be12f2403398ad2c67db077d04,34,7368,2604,4412,0.2101490003951767,0.43172400000912603,0.7114149998415087,9.052565999809303,2.311989200006792,1,35844,0,0.0,0.0
1779643431.122435,ML-DSA,ML-DSA-65,17,bf1a267f61d84707b8b3fd6064d9a2e8,34,7368,2604,4412,0.2667160001692537,0.6055599997125682,0.6203769999046926,12.662395000006654,2.311989200006792,1,35844,0,0.0,0.0
1779643431.1867452,ML-DSA,ML-DSA-65,18,5c8a3ce4fd2c415cb963d8ccba9712b5,34,7368,2604,4412,0.23221499986902927,0.18490900038159452,0.48761399966679164,12.115709999761748,2.311989200006792,1,35844,0,10.000000000000009,0.0
1779643431.2509072,ML-DSA,ML-DSA-65,19,5375c7431f284624b33d7607dc18e9c1,34,7368,2604,4412,0.20550599992930074,0.5861209997419792,0.4352730002210592,11.397912000120414,2.311989200006792,1,35844,0,0.0,0.0
1779643431.313232,ML-DSA,ML-DSA-65,20,5885e2fa53d643dda4a2d20a4bdeb80a,34,7368,2604,4412,0.5187900001146772,0.8244170003308682,0.5544179998651089,8.972284000265063,2.311989200006792,1,35844,0,9.99999999999998,0.0
1779643431.393263,ML-DSA,ML-DSA-65,21,74ded037a0fa4fe3a41a6882c7bdd186,34,7368,2604,4412,0.5054459998063976,1.3571659997069219,1.5113119998204638,23.433295999893744,2.311989200006792,1,35848,0,0.0,0.0
1779643431.450892,ML-DSA,ML-DSA-65,22,154e68b55b474eadaead7bdfae0e87a8,34,7368,2604,4412,0.08271700016848627,0.08565200005250517,0.18527800011725049,6.668896000064706,2.311989200006792,1,35852,0,0.0,0.0
1779643431.509799,ML-DSA,ML-DSA-65,23,cf875385c48548fcbf5ed7ac3ba2c48c,34,7368,2604,4412,0.07934699988254579,0.11232499991820077,0.20008499996038154,7.881036000071617,2.311989200006792,1,35852,0,0.0,0.0
1779643431.5667603,ML-DSA,ML-DSA-65,24,8032b450c1b1455ab5b920f7a890af5a,34,7368,2604,4412,0.08770700014792965,0.11636400040515582,0.17934399966179626,6.090514999868901,2.311989200006792,1,35860,0,0.0,0.0
1779643431.628626,ML-DSA,ML-DSA-65,25,b979cd36a40d4ac991703821e984e939,34,7368,2604,4412,0.19606300020313938,0.3137569997306855,0.4586430000017572,9.987265999825468,2.311989200006792,1,35860,0,10.000000000000009,0.0
1779643431.6867108,ML-DSA,ML-DSA-65,26,349c1ff154164d40baeb47f165cbfe55,34,7368,2604,4412,0.11438599995017285,0.42557799997666734,0.24639699995532283,6.54276499972184,2.311989200006792,1,35860,0,0.0,0.0
1779643431.7516866,ML-DSA,ML-DSA-65,27,d1fa08e9452644dc98230bfc56375e58,34,7368,2604,4412,0.2809220000017376,0.20290800011935062,0.5525139999917883,12.169614999947953,2.311989200006792,1,35860,0,0.0,0.0
1779643431.8118007,ML-DSA,ML-DSA-65,28,81df05b3439c40d495d0f6f6f6128c48,34,7368,2604,4412,0.18230500018034945,0.3710490000230493,0.4367159999674186,8.20865799960302,2.311989200006792,1,35860,0,0.0,0.0
1779643431.8767488,ML-DSA,ML-DSA-65,29,7b0ae2970ba74ca194d95d15b0eab36d,34,7368,2604,4412,0.24935600004027947,0.48333299992009415,0.5723610001950874,12.13045999975293,2.311989200006792,1,35860,0,0.0,0.0
1779643431.9382048,ML-DSA,ML-DSA-65,30,6b34f7464f2a4c0ebee8826237786e4b,34,7368,2604,4412,0.1976809999177931,0.21614700017380528,0.41135299989036866,9.38533099997585,2.311989200006792,1,35860,0,0.0,0.0
1779643432.002392,ML-DSA,ML-DSA-65,31,4865158bc5594867b33dd9721940faee,34,7368,2604,4412,0.24508199976480682,0.2337420000912971,0.742794999951002,11.653580999791302,2.311989200006792,1,35860,0,0.0,0.0
1779643432.0648012,ML-DSA,ML-DSA-65,32,39a4644bcd5a493fa462f42440559451,34,7368,2604,4412,0.21070599996164674,0.29716400013057864,0.5568470000980597,10.134614999969926,2.311989200006792,1,35860,0,0.0,0.0
1779643432.1298847,ML-DSA,ML-DSA-65,33,ba33b9a16c4147be937d3b543a6f5297,34,7368,2604,4412,0.25826899991443497,0.6024110002726957,0.6349360000967863,12.142218999997567,2.311989200006792,1,35860,0,0.0,0.0
1779643432.1900403,ML-DSA,ML-DSA-65,34,fcd14cb14c6f438984fb25cc9e12c4e8,34,7368,2604,4412,0.4831700002796424,1.3113330001033319,0.198842999907356,6.558094999945752,2.311989200006792,1,35860,0,0.0,0.0
1779643432.2550745,ML-DSA,ML-DSA-65,35,63ad06fa2a454fc0bc82eaa48442897f,34,7368,2604,4412,0.28311699998084805,0.8513729999322095,0.45567799998025293,12.24447999993572,2.311989200006792,1,35860,0,0.0,0.0
1779643432.313653,ML-DSA,ML-DSA-65,36,4cff6a0294e646f6985c8009e468959f,34,7368,2604,4412,0.08533200025340193,0.14849200033495435,0.20625400020435336,6.764741999631951,2.311989200006792,1,35860,0,0.0,0.0
1779643432.371646,ML-DSA,ML-DSA-65,37,216f012f5d994f41bb06d895b638403c,34,7368,2604,4412,0.1042939998114889,0.0884010000845592,0.2391480002188473,6.943262000277173,2.311989200006792,1,35864,0,0.0,0.0
1779643432.4331217,ML-DSA,ML-DSA-65,38,0f32e111ae114a78990af5d5adb2cd36,34,7368,2604,4412,0.10636100023475592,0.2846319998752733,0.35029299988309504,10.039291999873967,2.311989200006792,1,35864,0,0.0,0.0
1779643432.498399,ML-DSA,ML-DSA-65,39,09da9fa003a64ee199f5632e50c5b147,34,7368,2604,4412,0.4688700000770041,0.3540460002113832,0.6090930000937078,12.532053000086307,2.311989200006792,1,35864,0,0.0,0.0
