ts_unix,alg_family,alg_name,seq,msg_id,body_bytes,stanza_bytes,pk_b64_bytes,sig_b64_bytes,sig_keygen_time_ms,sign_time_ms,serialize_time_ms,rtt_ms,net_baseline_rtt_ms,receipt_ok,mem_rss_kb,mem_delta_kb,cpu_user_ms,cpu_sys_ms
1779643437.30289,SPHINCS,SPHINCS+-SHA2-128s-simple,4,37e5908b167e449cbfecd6690e45596f,34,10888,44,10476,27.078297000116436,139.47090500005288,0.17436600001019542,61.386171000322065,2.311989200006792,1,36060,0,170.00000000000003,0.0
1779643437.56382,SPHINCS,SPHINCS+-SHA2-128s-simple,5,ff38fbafac3742e2829e58c75c21686d,34,10888,44,10476,30.52313199987111,118.45119000008708,0.1760400000421214,60.5641279998963,2.311989200006792,1,36060,0,149.99999999999991,0.0
1779643437.8311799,SPHINCS,SPHINCS+-SHA2-128s-simple,6,67a2531ad98e4117acd3e3032cbdcd2b,34,10888,44,10476,32.913168000050064,128.86158700030137,0.18088699971485767,54.400463000092714,2.311989200006792,1,36060,0,159.99999999999991,0.0
1779643438.0931349,SPHINCS,SPHINCS+-SHA2-128s-simple,7,c2e18ac8eb494976aadddb0a7b186420,34,10888,44,10476,18.139992999749666,135.6185610002285,0.20492499970714562,57.30223499995191,2.311989200006792,1,36060,0,160.00000000000014,9.999999999999995
1779643438.3529005,SPHINCS,SPHINCS+-SHA2-128s-simple,8,b6b4d32db7ab4905a77774dbef836cb5,34,10888,44,10476,22.73874699994849,124.56403400028648,0.18856799988498096,61.434618000021146,2.311989200006792,1,36060,0,149.99999999999991,0.0
1779643438.6036596,SPHINCS,SPHINCS+-SHA2-128s-simple,9,5df1ea9e3ec247c9a13ee64546b8f5b8,34,10888,44,10476,19.17284999990443,124.12835299983271,0.18193300002167234,56.32723899998382,2.311989200006792,1,36060,0,140.0000000000001,0.0
1779643438.86403,SPHINCS,SPHINCS+-SHA2-128s-simple,10,8a3aabc002b94a688645cde0f4d26ce2,35,10889,44,10476,21.293252000305074,126.2413130002642,0.1747040000736888,61.74603699992076,2.311989200006792,1,36060,0,139.99999999999991,0.0
1779643439.123127,SPHINCS,SPHINCS+-SHA2-128s-simple,11,82ae69f21074467185cb6fa70956a597,35,10889,44,10476,23.658227999931114,124.32698099974004,0.19914199992854265,59.715200000027835,2.311989200006792,1,36060,0,150.00000000000014,0.0
1779643439.3815277,SPHINCS,SPHINCS+-SHA2-128s-simple,12,b03017dcfdfb4f1e810db71b3fb224f7,35,10889,44,10476,25.328103999981977,122.70516899980066,0.1876579999589012,58.80370800014134,2.311989200006792,1,36060,0,149.99999999999991,0.0
1779643439.6415486,SPHINCS,SPHINCS+-SHA2-128s-simple,13,8ee6d5939bd94fc3a55153a56dacb79d,35,10889,44,10476,26.69544800028234,122.16897999996945,0.19117500005449983,60.044956999718124,2.311989200006792,1,36060,0,149.99999999999991,0.0
1779643439.8936365,SPHINCS,SPHINCS+-SHA2-128s-simple,14,bec480215ce64e5c823a84900b8ac914,35,10889,44,10476,19.176270000116347,124.75298100025611,0.18072199964080937,57.347350000327424,2.311989200006792,1,36060,0,149.99999999999991,0.0
1779643440.1612942,SPHINCS,SPHINCS+-SHA2-128s-simple,15,d89788928edc440f994ce7b0faa8ea4c,35,10889,44,10476,34.927325999888126,122.08141000019168,0.19824499986498267,58.89350999996168,2.311989200006792,1,36060,0,160.00000000000014,0.0
1779643440.4314532,SPHINCS,SPHINCS+-SHA2-128s-simple,16,a85e853a32264f2e9e65b724784addc2,35,10889,44,10476,27.285062999908405,132.65177600032985,0.1998170000661048,59.117693999724,2.311989200006792,1,36060,0,160.00000000000014,0.0
1779643440.6921608,SPHINCS,SPHINCS+-SHA2-128s-simple,17,62ad813214164eea8f29d2cf88a1f3c9,35,10889,44,10476,18.870143999720312,133.0652579999878,0.22532399998453911,57.68992899993464,2.311989200006792,1,36060,0,149.99999999999991,0.0
1779643440.9619977,SPHINCS,SPHINCS+-SHA2-128s-simple,18,13216b1d6ae744dc943f4a1f93c37fe9,35,10889,44,10476,26.03803500005597,131.75828400017053,0.20009699983347673,60.91572300010739,2.311989200006792,1,36060,0,150.00000000000034,0.0
1779643441.227139,SPHINCS,SPHINCS+-SHA2-128s-simple,19,71d010dc188949df86a1a9760cbd692d,35,10889,44,10476,25.300369999968098,121.12218900028893,0.1965559999916877,67.53447599976425,2.311989200006792,1,36068,0,140.0000000000001,0.0
1779643441.530124,SPHINCS,SPHINCS+-SHA2-128s-simple,20,333eb6523daa4a7d9877bed1ecf01b48,35,10889,44,10476,50.45280800004548,131.08923100026004,0.2920590000030643,68.00351399988358,2.311989200006792,1,36068,0,180.00000000000017,0.0
1779643441.814354,SPHINCS,SPHINCS+-SHA2-128s-simple,21,205aaa6c7bdf4a559386cef4fddcc99a,35,10889,44,10476,51.44856000015352,121.13643699967724,0.1860890001808002,59.26706100035517,2.311989200006792,1,36068,0,180.00000000000017,0.0
1779643442.091697,SPHINCS,SPHINCS+-SHA2-128s-simple,22,5e256493ff44468a8b108cd725ee3161,35,10889,44,10476,34.115165999992314,138.52732200030005,0.19521799958965858,53.42056900008174,2.311989200006792,1,36068,0,169.99999999999994,0.0
1779643442.3920105,SPHINCS,SPHINCS+-SHA2-128s-simple,23,0ea7fe1600434a13a1901332bc347c43,35,10889,44,10476,58.00086899989765,137.31451999956334,0.24096600009215763,53.080739000051835,2.311989200006792,1,36068,0,190.0000000000004,0.0
1779643442.6927025,SPHINCS,SPHINCS+-SHA2-128s-simple,24,229d53ac6a784a9ca8f3ec61535548e9,35,10889,44,10476,53.33508900002926,131.19973599987134,0.3334060002089245,64.88677900006223,2.311989200006792,1,36068,0,189.9999999999995,0.0
1779643442.9549282,SPHINCS,SPHINCS+-SHA2-128s-simple,25,db98e898e16b4a7a86958a9fe27274b3,35,10889,44,10476,17.897927000376512,129.87020699983987,0.1801319999685802,63.42306499982442,2.311989200006792,1,36068,0,150.00000000000034,0.0
1779643443.2326841,SPHINCS,SPHINCS+-SHA2-128s-simple,26,e32bec63e9154f32b46999e7ddef4844,35,10889,44,10476,40.367113999764115,123.35235900036423,0.18510299969420885,61.592424999616924,2.311989200006792,1,36068,0,169.99999999999994,0.0
1779643443.533192,SPHINCS,SPHINCS+-SHA2-128s-simple,27,5e30cd1605514f73a6d8c6f1fdec7d28,35,10889,44,10476,54.75360299988097,137.0445140000811,0.19216600003346684,57.09558299986384,2.311989200006792,1,36068,0,189.9999999999995,0.0
1779643443.791309,SPHINCS,SPHINCS+-SHA2-128s-simple,28,a92386c500464c7781c1068874e60d2e,35,10889,44,10476,21.545240000250487,130.24360199960938,0.19189000022379332,55.18254899970998,2.311989200006792,1,36068,0,149.99999999999946,0.0
1779643444.0548716,SPHINCS,SPHINCS+-SHA2-128s-simple,29,f4bd9e43caa1421aa5d17420f3ec662f,35,10889,44,10476,16.58986599977652,133.82873899990955,0.18855099961001542,62.256983000224864,2.311989200006792,1,36068,0,150.00000000000034,0.0
1779643444.331459,SPHINCS,SPHINCS+-SHA2-128s-simple,30,6c7a6a30f7df4c68a57dae023afacdd5,35,10889,44,10476,30.597735999890574,133.62208100033968,0.20601000005626702,60.98764199987272,2.311989200006792,1,36068,0,169.99999999999994,0.0
1779643444.6216495,SPHINCS,SPHINCS+-SHA2-128s-simple,31,d15332da56c04d1cb468b82ffeba8f8f,35,10889,44,10476,19.199723999918206,159.22276399987823,0.19910700029868167,60.657688999981474,2.311989200006792,1,36072,0,179.99999999999972,0.0
1779643444.8821926,SPHINCS,SPHINCS+-SHA2-128s-simple,32,ea67278b978c4ed0a54487494e60c415,35,10889,44,10476,21.961827000268386,133.82742800013148,0.18280900030731573,53.82776299984471,2.311989200006792,1,36072,0,160.00000000000014,0.0
1779643445.1517613,SPHINCS,SPHINCS+-SHA2-128s-simple,33,dd7a4f746ca74adebf46b06289429c18,35,10889,44,10476,35.70486199987499,126.49855900008333,0.19354200003363076,56.361894000019674,2.311989200006792,1,36072,0,160.00000000000014,0.0
1779643445.4228709,SPHINCS,SPHINCS+-SHA2-128s-simple,34,7e7dd54a254c4d00bd86c9c37de300ed,35,10889,44,10476,30.80531699970379,134.21705499968084,0.19527699987520464,55.175880000206234,2.311989200006792,1,36072,0,160.00000000000014,0.0
1779643445.7018614,SPHINCS,SPHINCS+-SHA2-128s-simple,35,ed391ad311b141b094cb34b1a3842238,35,10889,44,10476,22.165911000229244,144.366863000414,0.21863800020582858,61.34680800005299,2.311989200006792,1,36072,0,169.99999999999994,0.0
1779643445.9922438,SPHINCS,SPHINCS+-SHA2-128s-simple,36,51b666e7a6204003b5f3e86667707283,35,10889,44,10476,35.63982799960286,141.19493799989868,0.2264300001115771,61.886205000064365,2.311989200006792,1,36072,0,179.99999999999972,0.0
1779643446.2618856,SPHINCS,SPHINCS+-SHA2-128s-simple,37,b5c74d9861c140168d8af7dbca30dc84,35,10889,44,10476,18.438725999658345,140.22767400001612,0.18892899970524013,60.038658999928884,2.311989200006792,1,36072,0,160.00000000000014,0.0
1779643446.5412812,SPHINCS,SPHINCS+-SHA2-128s-simple,38,4c0246c7689042dc84bc5f8495add032,35,10889,44,10476,28.428917999917758,143.79859600012423,0.18714299994826433,56.19474500008437,2.311989200006792,1,36072,0,180.0000000000006,0.0
1779643446.8161302,SPHINCS,SPHINCS+-SHA2-128s-simple,39,bae2a0de12ee49d8981cd3a450bf746a,35,10889,44,10476,18.358105000061187,144.54698800000187,0.18622800007506157,60.86634499979482,2.311989200006792,1,36072,0,159.99999999999926,0.0
1779643447.084087,SPHINCS,SPHINCS+-SHA2-128s-simple,40,790bddd01bb64cfa96f30bd3fe5bccb7,35,10889,44,10476,18.77767199994196,141.28794699990976,0.2104509999298898,56.44584199990277,2.311989200006792,1,36072,0,170.00000000000082,0.0
1779643447.3450184,SPHINCS,SPHINCS+-SHA2-128s-simple,41,4f84c610e2a1405fb985c9a43a2b366b,35,10889,44,10476,16.924923999795283,132.83515400007673,0.19907700016119634,60.046153999792296,2.311989200006792,1,36072,0,149.99999999999946,0.0
1779643447.6420393,SPHINCS,SPHINCS+-SHA2-128s-simple,42,7a61b89b0f254d4f9b2a7b180bd50a02,35,10889,44,10476,39.386909999848285,142.39072099962868,0.4440289999365632,62.701528999696166,2.311989200006792,1,36072,0,190.0000000000004,0.0
1779643447.9214067,SPHINCS,SPHINCS+-SHA2-128s-simple,43,5e249557c91a40efb2ead2452b8c56cc,35,10889,44,10476,28.86151900020195,145.62164499966457,0.29330799998206203,53.64930399991863,2.311989200006792,1,36072,0,169.99999999999994,0.0
1779643448.2039883,SPHINCS,SPHINCS+-SHA2-128s-simple,44,76e1781916c9466cb8d2c2b8cf475e9d,35,10889,44,10476,26.038032000087696,146.22665000024426,0.27295699965179665,59.30619599985221,2.311989200006792,1,36080,0,179.99999999999972,0.0
1779643448.4821455,SPHINCS,SPHINCS+-SHA2-128s-simple,45,398335dfe3c349e280748575c7df94f8,35,10889,44,10476,36.17661799989946,133.53528199968423,0.20167100001344807,57.26496599982056,2.311989200006792,1,36080,0,169.99999999999994,0.0
1779643448.761849,SPHINCS,SPHINCS+-SHA2-128s-simple,46,bde5b5e959064752b9a83ba69cbf3ed2,35,10889,44,10476,40.13192299998991,134.19945199984795,0.1894219999485358,54.06158799996774,2.311989200006792,1,36080,0,179.99999999999972,0.0
1779643449.033106,SPHINCS,SPHINCS+-SHA2-128s-simple,47,2420cc8325624308a8eddaea71129863,35,10889,44,10476,22.05470700027945,136.92081300041536,0.21936600023764186,61.012460999791074,2.311989200006792,1,36080,0,160.00000000000014,0.0
1779643449.3412302,SPHINCS,SPHINCS+-SHA2-128s-simple,48,bc291af91de94b9292345061e361d985,35,10889,44,10476,61.58786300011343,134.67660399965098,0.24035499973251717,59.20971499972438,2.311989200006792,1,36080,0,200.00000000000108,0.0
1779643449.6612868,SPHINCS,SPHINCS+-SHA2-128s-simple,49,6b36e2253e3947d5bf416bbe576b1b50,35,10889,44,10476,59.783799999877374,153.0509060003169,0.21436200040625408,54.85499399992477,2.311989200006792,1,36080,0,219.99999999999886,0.0
1779643449.9316754,SPHINCS,SPHINCS+-SHA2-128s-simple,50,bec2cecf76fd48f7accf633c93c657f4,35,10889,44,10476,17.111526999997295,140.80443400007425,0.23800799999662559,61.466561000088404,2.311989200006792,1,36080,0,160.00000000000014,0.0
1779643450.2321856,SPHINCS,SPHINCS+-SHA2-128s-simple,51,198e8dd5a11e4d7ea915c081484f6344,35,10889,44,10476,20.293289999699482,173.79575899985866,0.25866299984045327,55.44019199987815,2.311989200006792,1,36080,0,189.9999999999995,0.0
1779643450.5121944,SPHINCS,SPHINCS+-SHA2-128s-simple,52,5ac68c90aa754b96bee70213377ce6cb,35,10889,44,10476,23.35542799983159,141.76788800023132,0.20678900000348222,62.99211400028071,2.311989200006792,1,36080,0,159.99999999999835,0.0
1779643450.7779887,SPHINCS,SPHINCS+-SHA2-128s-simple,53,6c06e23d3dbf4f0ba84c68efe8b81199,35,10889,44,10476,19.61774300025354,136.2161440001728,0.2042510000137554,57.867987000008725,2.311989200006792,1,36080,0,150.00000000000034,0.0
1779643451.045966,SPHINCS,SPHINCS+-SHA2-128s-simple,54,9b5bf7c305914928ac4336393f062a01,35,10889,44,10476,24.888846000067133,129.8371979996773,0.19269600034022005,60.725894999904995,2.311989200006792,1,36080,0,150.00000000000034,0.0
1779643451.345053,SPHINCS,SPHINCS+-SHA2-128s-simple,55,14cc9662942d40f19aa343b2a77b1c30,35,10889,44,10476,34.54184600013832,148.1098449999081,0.299614000141446,63.90288500006136,2.311989200006792,1,36080,0,179.99999999999972,0.0
1779643451.652119,SPHINCS,SPHINCS+-SHA2-128s-simple,56,52efe7898aa74d92bc3df79a97f051f8,35,10889,44,10476,44.97288800030219,148.35321600003226,0.19965299998148112,61.05924599978607,2.311989200006792,1,36080,0,190.00000000000128,0.0
1779643451.924121,SPHINCS,SPHINCS+-SHA2-128s-simple,57,58639604e9e3491c9578c08944819a76,35,10889,44,10476,18.018395000126475,138.5427999998683,0.25711800026329,63.68811200036362,2.311989200006792,1,36080,0,150.00000000000034,0.0
1779643452.2020214,SPHINCS,SPHINCS+-SHA2-128s-simple,58,689989a7dc1644ad9d5c3c9a35f3f09b,35,10889,44,10476,22.921185000086552,144.50868199992328,0.20831700021517463,58.66070699994452,2.311989200006792,1,36080,0,169.99999999999994,0.0
1779643452.4822066,SPHINCS,SPHINCS+-SHA2-128s-simple,59,148990c80e3743309ad5fb8a041338f8,35,10889,44,10476,19.73549300009836,148.16451700016842,0.2118670004165324,60.56017199989583,2.311989200006792,1,36080,0,169.99999999999994,0.0
1779643452.7521853,SPHINCS,SPHINCS+-SHA2-128s-simple,60,cae5e9a09ba949e8bf2cbb4925a842d1,35,10889,44,10476,18.614980000165815,142.27441699995325,0.199037000129465,57.56705800013151,2.311989200006792,1,36080,0,160.00000000000014,0.0
1779643453.0298648,SPHINCS,SPHINCS+-SHA2-128s-simple,61,8b51218a5680469b9b17384216a44bcf,35,10889,44,10476,20.583082000030117,136.83846899994023,0.19916900009775418,68.49323899996307,2.311989200006792,1,36080,0,149.99999999999858,0.0
1779643453.3283784,SPHINCS,SPHINCS+-SHA2-128s-simple,62,2ab8eca04c5349c2865929b487169a63,35,10889,44,10476,48.07312000002639,138.35522199997285,0.2062079997813271,58.96931500001301,2.311989200006792,1,36080,0,180.00000000000148,0.0
1779643453.6219378,SPHINCS,SPHINCS+-SHA2-128s-simple,63,da1a53ea394c4d29a089d3af0675d848,35,10889,44,10476,42.372824999802106,145.90435899981458,0.21476300025824457,52.64544599958754,2.311989200006792,1,36084,0,179.99999999999972,9.999999999999995
1779643453.8838482,SPHINCS,SPHINCS+-SHA2-128s-simple,64,97c08dcf947246aeae154ba482fdfef9,35,10889,44,10476,20.72055000007822,135.48457400020197,0.185000999863405,54.14652399986153,2.311989200006792,1,36084,0,160.00000000000014,0.0
1779643454.2157414,SPHINCS,SPHINCS+-SHA2-128s-simple,65,49fe7684f3fe4ccba2182e5178872881,35,10889,44,10476,66.08226399976047,151.49373899976126,0.1794550003069162,62.31867399992552,2.311989200006792,1,36084,0,219.99999999999886,0.0
1779643454.5416112,SPHINCS,SPHINCS+-SHA2-128s-simple,66,341dc3dd7c894f0188b61fa303d88637,35,10889,44,10476,75.49070999994001,138.8472950002324,0.20670899994001957,59.574123999937,2.311989200006792,1,36084,0,210.00000000000085,0.0
1779643454.8237357,SPHINCS,SPHINCS+-SHA2-128s-simple,67,f5eca298647a4bac8c8639943c9d9a62,35,10889,44,10476,28.05441400005293,139.09691299977567,0.18419599973640288,63.28873900019971,2.311989200006792,1,36084,0,169.99999999999994,0.0
1779643455.093477,SPHINCS,SPHINCS+-SHA2-128s-simple,68,a12141ca601c40aaa9ea3a50823e8244,35,10889,44,10476,24.08590200002436,130.55235299998458,0.22419900005843374,63.108040999850346,2.311989200006792,1,36084,0,150.00000000000034,0.0
1779643455.411748,SPHINCS,SPHINCS+-SHA2-128s-simple,69,bc38a557dd0f452cbdedb2d718b173dd,35,10889,44,10476,65.69305499988332,141.9644839998,0.21126199999343953,58.28847700013284,2.311989200006792,1,36084,0,199.9999999999993,0.0
1779643455.6919127,SPHINCS,SPHINCS+-SHA2-128s-simple,70,375047e96747470fbecf07e428aeca62,35,10889,44,10476,19.052332999763166,154.0876809999645,0.22288399986791774,55.63622399995438,2.311989200006792,1,36084,0,179.99999999999972,0.0
1779643455.9660141,SPHINCS,SPHINCS+-SHA2-128s-simple,71,4f277449a84546c395f03fea89e33889,35,10889,44,10476,18.2195759998649,142.6916169998549,0.20047399993927684,61.79161499994734,2.311989200006792,1,36084,0,160.00000000000014,0.0
1779643456.2870853,SPHINCS,SPHINCS+-SHA2-128s-simple,72,d6a64afa86c64cc784ae34291814d5f4,35,10889,44,10476,70.49903500001165,137.07310099971437,0.18772800012811786,61.078746000021056,2.311989200006792,1,36084,0,210.00000000000085,0.0
1779643456.5846186,SPHINCS,SPHINCS+-SHA2-128s-simple,73,c7e7e59ccd4441baace15c3fe262fadf,35,10889,44,10476,52.966856000239204,135.45857000008255,0.20296700040489668,56.394971999907284,2.311989200006792,1,36084,0,189.9999999999995,0.0
1779643456.8441715,SPHINCS,SPHINCS+-SHA2-128s-simple,74,5644b463fe9d48d5af631612da87e295,35,10889,44,10476,28.72467700035486,122.82600699973045,0.17915499984155758,56.26917900008266,2.311989200006792,1,36084,0,150.00000000000034,0.0
1779643457.1198328,SPHINCS,SPHINCS+-SHA2-128s-simple,75,290b5f937a6e4b1b8b50b2e4d5994b6f,35,10889,44,10476,25.343665000036708,131.07150999985606,0.17523699989396846,67.73540900030639,2.311989200006792,1,36084,0,160.00000000000014,0.0
1779643457.432942,SPHINCS,SPHINCS+-SHA2-128s-simple,76,8d5ef9833c1f4d2fa6441fd2b0e0d0b9,35,10889,44,10476,60.19566199984183,140.5617010000242,0.18530199986344087,60.24065400015388,2.311989200006792,1,36084,0,199.9999999999993,0.0
1779643457.695537,SPHINCS,SPHINCS+-SHA2-128s-simple,77,7b215148a4c0497d868fd9399cbc30ef,35,10889,44,10476,21.829329999945912,125.66954700014321,0.21218899973973748,63.739009000073565,2.311989200006792,1,36084,0,150.00000000000034,0.0
1779643458.0115035,SPHINCS,SPHINCS+-SHA2-128s-simple,78,dc3285f936494bc4989d5f130aa838a2,35,10889,44,10476,56.094369999755145,148.11464800004615,0.20447600036277436,60.080106999976124,2.311989200006792,1,36084,0,210.00000000000085,0.0
1779643458.2915812,SPHINCS,SPHINCS+-SHA2-128s-simple,79,e4ee9799d3a94716924bca17751d59af,35,10889,44,10476,25.953217000278528,140.04895800007944,0.18652600010682363,62.69573500003389,2.311989200006792,1,36084,0,169.99999999999994,0.0
1779643458.5716517,SPHINCS,SPHINCS+-SHA2-128s-simple,80,5608bad521014138839c922be779bfb7,35,10889,44,10476,17.904324000028282,152.76689900019846,0.20234000021446263,58.43155000002298,2.311989200006792,1,36084,0,169.99999999999994,0.0
1779643458.8316808,SPHINCS,SPHINCS+-SHA2-128s-simple,81,7586988392cb4aba9cef5236742093a8,35,10889,44,10476,17.9929210003138,135.02691799976674,0.23524200014435337,55.79255500015279,2.311989200006792,1,36084,0,149.99999999999858,0.0
1779643459.1117074,SPHINCS,SPHINCS+-SHA2-128s-simple,82,6930591966a14ac8967e0971467acf4a,35,10889,44,10476,18.262223999954585,148.68020199992316,0.25028900017787237,62.02801100016586,2.311989200006792,1,36084,0,169.99999999999994,0.0
1779643459.381862,SPHINCS,SPHINCS+-SHA2-128s-simple,83,e8cf22fd76284947a5d3216c87c50787,35,10889,44,10476,20.82917500001713,144.47987800031115,0.21159600009923452,53.81915299994944,2.311989200006792,1,36084,0,169.99999999999994,0.0
1779643459.661788,SPHINCS,SPHINCS+-SHA2-128s-simple,84,b7c11d87c87443b5938e3049bcd2aefd,35,10889,44,10476,18.509948999962944,157.12626399999863,0.24350800003958284,53.185016000043106,2.311989200006792,1,36084,0,180.00000000000148,0.0
1779643459.9415808,SPHINCS,SPHINCS+-SHA2-128s-simple,85,6e4b713df475467fabc6c17e7b8b55b8,35,10889,44,10476,20.728990999941743,147.15371500005858,0.4651669996746932,60.402306000014505,2.311989200006792,1,36084,0,169.99999999999994,0.0
1779643460.211313,SPHINCS,SPHINCS+-SHA2-128s-simple,86,f7bcda727a244adb9b1894f59e753aee,35,10889,44,10476,18.802209999648767,147.93361300007746,0.19720999989658594,52.107547000105114,2.311989200006792,1,36084,0,160.00000000000014,0.0
1779643460.4925277,SPHINCS,SPHINCS+-SHA2-128s-simple,87,df4a454f88264816abfbf0ff2ad9b41c,35,10889,44,10476,40.317390999916825,132.1773640001993,0.1889939999273338,57.793953999862424,2.311989200006792,1,36084,0,169.99999999999994,0.0
1779643460.815855,SPHINCS,SPHINCS+-SHA2-128s-simple,88,3cf570c3d422442c8089b44c89d879ce,35,10889,44,10476,72.25736099962887,141.70878999993874,0.20477299995036446,58.04278300001897,2.311989200006792,1,36084,0,209.9999999999991,0.0
1779643461.0812168,SPHINCS,SPHINCS+-SHA2-128s-simple,89,e425549da97142bd93d512efe317ee08,35,10889,44,10476,21.782902000268223,128.73395300039192,0.19203300007575308,63.37838599984025,2.311989200006792,1,36084,0,150.00000000000034,0.0
1779643461.3815055,SPHINCS,SPHINCS+-SHA2-128s-simple,90,cc4a6a108cd34df1854b716eebc8bd49,35,10889,44,10476,28.944567000053212,159.34402800030512,0.3235770000173943,59.23983400043653,2.311989200006792,1,36084,0,189.9999999999995,0.0
1779643461.6515927,SPHINCS,SPHINCS+-SHA2-128s-simple,91,2412d0c3b5cc46e2a3fe06eb73083f51,35,10889,44,10476,17.836271000305715,148.67951599990192,0.2896129999498953,52.3904759998004,2.311989200006792,1,36084,0,170.0000000000017,0.0
1779643461.913458,SPHINCS,SPHINCS+-SHA2-128s-simple,92,b3d0549067814835a0e86636c9266446,35,10889,44,10476,18.524746999901254,138.00208100019518,0.20133799989707768,54.22751400010384,2.311989200006792,1,36088,0,160.00000000000014,0.0
1779643462.1931312,SPHINCS,SPHINCS+-SHA2-128s-simple,93,d1e31ff408224abbbb63d68155f42c4d,35,10889,44,10476,30.687156000112736,135.63640299980761,0.20740799982377212,61.918859999877895,2.311989200006792,1,36088,0,160.00000000000014,10.000000000000009
1779643462.4456122,SPHINCS,SPHINCS+-SHA2-128s-simple,94,e229e3cebb6e41f2908e2a52c2716230,35,10889,44,10476,17.48522999969282,126.41014199971323,0.18901800012827152,57.5170590000198,2.311989200006792,1,36088,0,140.00000000000057,0.0
1779643462.7632704,SPHINCS,SPHINCS+-SHA2-128s-simple,95,b8dce874e5414fc4855b7240922b2535,35,10889,44,10476,71.76424600038445,128.71028200015644,0.2538319999985106,64.4204550003451,2.311989200006792,1,36088,0,199.9999999999993,0.0
1779643463.0629733,SPHINCS,SPHINCS+-SHA2-128s-simple,96,35f5cc76303f4729b9edbac308dd29ad,35,10889,44,10476,62.87591000000248,123.82669100043131,0.2073669998026162,61.03303400004734,2.311989200006792,1,36088,0,190.00000000000128,0.0
1779643463.321686,SPHINCS,SPHINCS+-SHA2-128s-simple,97,e12697640dce42ffa0692ba0d987a546,35,10889,44,10476,18.1236890002765,135.8188760000303,0.1797390000319865,53.83326399987709,2.311989200006792,1,36088,0,149.99999999999858,0.0
1779643463.6228228,SPHINCS,SPHINCS+-SHA2-128s-simple,98,e976f447c1164f0cacb0b88b5eb97230,35,10889,44,10476,45.63054700020075,141.88500099999146,0.19088899989583297,62.51386200028719,2.311989200006792,1,36088,0,179.99999999999972,0.0
1779643463.8933544,SPHINCS,SPHINCS+-SHA2-128s-simple,99,c304bee0e5394a4ea69e17e8975d1d0d,35,10889,44,10476,21.856943999864598,137.1401619999233,0.1979800003937271,60.6163090001246,2.311989200006792,1,36088,0,149.99999999999858,0.0
1779643464.1526263,SPHINCS,SPHINCS+-SHA2-128s-simple,100,159c3ce2737440afbbaf11283c6e4b28,36,10890,44,10476,26.079909000145562,125.42103799978577,0.1918640000440064,56.278778000432794,2.311989200006792,1,36088,0,150.00000000000213,0.0
