ts_unix,from,msg_id,alg,stanza_bytes,body_bytes,pk_b64_bytes,sig_b64_bytes,verify_time_ms,verify_ok
1770222598.7678356,emisor@localhost/f5rfdCvYqZ-d,b1ec6b02c39f403388f427fe725f794e,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.2770020000752993,1
1770222599.0578656,emisor@localhost/f5rfdCvYqZ-d,e37ffe3d11ad447dabfe5cd1e17db918,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.3201950000857323,1
1770222599.3579452,emisor@localhost/f5rfdCvYqZ-d,fc038a74c9744c19ace817cca4fef78f,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.2683220000108122,1
1770222599.6479855,emisor@localhost/f5rfdCvYqZ-d,b7b0c65a25214e37ab6feafa8ac2c1b8,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.2988699998240918,1
1770222599.937922,emisor@localhost/f5rfdCvYqZ-d,6e7390ef0b4940c2bf3c3143b6b04165,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.2956480000193551,1
1770222600.2379549,emisor@localhost/f5rfdCvYqZ-d,c73e7623d1b843dba8a7e55626f22644,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.27332499985277536,1
1770222600.5481284,emisor@localhost/f5rfdCvYqZ-d,3622d3986fc34f7299dce2dc00f82bec,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.27902900001208764,1
1770222600.8679767,emisor@localhost/f5rfdCvYqZ-d,d827e9caa60a407aad1afd4725007f62,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.26747299989438034,1
1770222601.1681068,emisor@localhost/f5rfdCvYqZ-d,a33bdc9eb31948e8ab22d3b2ffe3205d,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.2659899998889159,1
1770222601.5182638,emisor@localhost/f5rfdCvYqZ-d,a367aecf08a14920a52ac11d33e1ed5a,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.3213830000277085,1
1770222601.8779957,emisor@localhost/f5rfdCvYqZ-d,9260f4f6d22a4a3b8aa39b4fbb4c1a00,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.26556500006336137,1
1770222602.1880398,emisor@localhost/f5rfdCvYqZ-d,a6cba6984670439a9903cb95d7c08c09,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.27536200013855705,1
1770222602.488237,emisor@localhost/f5rfdCvYqZ-d,e43ef545b18d428c956f4d03c691d7b5,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.31370100009553425,1
1770222602.8380032,emisor@localhost/f5rfdCvYqZ-d,778ebc715c1a4ef4b4f6487179eb99b3,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.2816500000335509,1
1770222603.1481104,emisor@localhost/f5rfdCvYqZ-d,9330f79a6b424353830cf868b0942c0a,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.2837459999227576,1
1770222603.4379215,emisor@localhost/f5rfdCvYqZ-d,0c78b3f3b946437a8780a61ed03f14bd,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.2703100001326675,1
1770222603.7982612,emisor@localhost/f5rfdCvYqZ-d,c19cfa6b1f6e431d93954624c089bee1,SPHINCS+-SHA2-128s-simple,10926,35,44,10476,0.3358169999501115,1
